"gene_id" "target_id" "pval" "qval" "b" "description"
"235" NA "XR_001704432.2" 0.000958828046126893 0.0365345045099578 3.58675783583647 NA
"236" NA "XR_409716.3" 0.000965995265610328 0.0365345045099578 4.59510990330253 NA
"237" "551401" "XM_026442355.1" 0.000987241496853033 0.0369801556821207 5.89863806024671 "cytosolic 10-formyltetrahydrofolate dehydrogenase"
"238" "412115" "XM_016913672.2" 0.00102603200563729 0.0380753557246349 4.9378057797832 "autophagy-related protein 9A"
"239" "412397" "XM_623086.6" 0.00102631642626685 0.0380753557246349 4.16896394750903 "uncharacterized protein LOC412397"
"240" NA "XR_411444.3" 0.00103639299565419 0.0383267371513898 3.9001294027722 NA
"241" "411385" "XM_394859.7" 0.00104591326217214 0.0385560152391837 0.762625955223376 "ester hydrolase C11orf54 homolog"
"242" "408809" "XM_006562668.3" 0.00107760813217691 0.0395986887051846 0.7987106454146 "diacylglycerol kinase theta"
"243" "725245" "XM_001121117.5" 0.00109694885857151 0.0400558809614226 3.05709039430288 "protein eiger"
"244" "725458" "XM_006571109.3" 0.00109408336672816 0.0400558809614226 3.67290043042999 "hydroxylysine kinase"
"245" "408358" "XM_026443630.1" 0.00110185084855858 0.0401087525186904 1.35166601492383 "RB1-inducible coiled-coil protein 1"
"246" "725158" "XM_001121036.5" 0.00110889131539752 0.0402388936074876 3.74240955751775 "peptidoglycan-recognition protein 1"
"247" "408867" "XM_026441497.1" 0.00112064533619554 0.0405387340931545 4.46503938411778 "alpha%2Calpha-trehalose-phosphate synthase [UDP-forming]"
"248" "727028" "XM_001122741.5" 0.00112485623613359 0.0405646913477742 3.59109735136036 "uncharacterized protein LOC727028"
"249" "412969" "XM_006564738.3" 0.00113236154332125 0.0407089233468926 3.20391155756633 "uncharacterized protein LOC412969"
"250" "102654165" "XM_006558510.3" 0.00114397937939025 0.0408347521686739 4.71873476344294 NA
"251" "726672" "XM_026441301.1" 0.00115752077852027 0.0408347521686739 1.28937179613162 NA
"252" "409736" "XM_393234.7" 0.00115151411585783 0.0408347521686739 4.3546678444489 "probable methylmalonate-semialdehyde dehydrogenase [acylating]%2C mitochondrial"
"253" "411202" "XM_394676.6" 0.00116047780017761 0.0408347521686739 3.16443431216935 "1%2C5-anhydro-D-fructose reductase"
"254" "413697" "XM_397138.7" 0.00114355446163006 0.0408347521686739 1.2212271511496 "uncharacterized protein LOC413697"
"255" "410635" "XM_003249539.4" 0.00118567375124499 0.0415952978835552 3.34419313603364 "fumarylacetoacetate hydrolase domain-containing protein 2A"
"256" "410815" "XM_006568672.3" 0.00122241606367293 0.0427551064197895 1.31338274033921 NA
"257" "551264" "XM_006567412.3" 0.00123420725278086 0.0429090258062614 3.777841718589 "upstream stimulatory factor 1"
"258" "410815" "XM_006568684.3" 0.00124183986544498 0.0429779082175439 3.84194827678886 NA
"259" "551227" "XM_006558357.3" 0.00125245771758259 0.0431559021263176 3.53617287667112 "myb-like protein I"
"260" "552671" "XM_625047.6" 0.00126067135642861 0.043310401748074 0.610941369595106 "cytochrome b-c1 complex subunit 2%2C mitochondrial"
"261" "410874" "XM_006565867.3" 0.00126948907948983 0.0434846819794568 3.91317089603017 "lysine-specific demethylase lid"
"262" "725701" "XM_026440359.1" 0.00127404355513106 0.0435123345946525 3.92846383563862 "sialin-like"
"263" "551449" "XM_026444017.1" 0.00128551819953715 0.0437754760499278 2.47848000677905 "tyrosine-protein phosphatase non-receptor type 23"
"264" "406134" "NM_001011611.2" 0.00132541302053299 0.0448722947375711 4.01598712427244 NA
"265" "552391" "NM_001114198.1" 0.0013254561742152 0.0448722947375711 1.42196005268066 NA
"266" "412897" "XM_016911884.2" 0.00132941246151354 0.0448753997182999 3.79501432623626 "E3 ubiquitin-protein ligase MYLIP"
"267" "726134" "NM_001142609.1" 0.00136167218578224 0.045630719906846 4.19894043173951 "carboxylesterase"
"268" "408622" "XM_006560256.3" 0.00139057366785237 0.045630719906846 4.8894945064835 "protein henna"
"269" "410515" "XM_006562940.3" 0.00138817617708886 0.045630719906846 3.39167795868978 "uncharacterized protein LOC410515"
"270" "725689" "XM_006566265.3" 0.00138346242699757 0.045630719906846 1.90015069147041 "golgin subfamily A member 4"
"271" "411009" "XM_006567229.3" 0.00137974012744442 0.045630719906846 3.56792284290126 "dachshund homolog 2"
"272" "725039" "XM_006569699.3" 0.00138022089832527 0.045630719906846 0.683025842731005 "eukaryotic translation initiation factor 4E-binding protein 1"
"273" "100578515" "XM_026445075.1" 0.00139108464063241 0.045630719906846 2.95884700745067 "uncharacterized protein LOC100578515"
"274" "408937" "XM_623076.6" 0.00136475319782879 0.045630719906846 3.05329638563215 "SPARC"
"275" "552804" "XM_006570304.3" 0.0013976998429976 0.0457185650053185 3.73563161098616 "tubulin-specific chaperone cofactor E-like protein"
"276" "100359409" "NM_001172403.1" 0.00143861569194999 0.0469247343115822 0.688383248175878 NA
"277" "412840" "XM_026443651.1" 0.001444520531774 0.046985356904649 3.92998932430366 "homeobox protein caupolican"
"278" "100578144" "XM_001121344.5" 0.00147946210094127 0.0478145298343384 0.669583396384014 "mitotic apparatus protein p62"
"279" "408817" "XM_006560586.3" 0.00147555668594607 0.0478145298343384 1.15226659211946 "alanine--glyoxylate aminotransferase 2-like"
"280" "724929" "XM_006570555.3" 0.00148695281364756 0.0478296290085192 3.8841029126297 "serine/threonine-protein kinase tricorner"
"281" "409024" "XM_006560740.2" 0.00149791765262619 0.047916858904395 2.87209286164323 "tropomodulin"
"282" "551986" "XM_624369.5" 0.00149381060050149 0.047916858904395 0.964286508634774 "deoxyribose-phosphate aldolase"
"283" "413740" "XM_397179.7" 0.00152227428873614 0.0484291754542579 3.64622647436745 "iodotyrosine deiodinase 1"
"284" "413056" "XM_026446267.1" 0.00153124596373177 0.0485814976252821 1.15956426093239 "uncharacterized protein LOC413056"
"285" "412670" "XM_396126.6" 0.00154160988770165 0.0487770409155085 0.810460425326616 "probable phosphoserine aminotransferase"
"286" "551849" "XM_006561097.3" 0.00156587187655781 0.0494094128877203 3.47618310648572 "L-galactose dehydrogenase"
"287" "409717" "XM_006570105.3" 0.0015701062138795 0.0494094128877203 4.59088284083349 "uncharacterized protein LOC409717"
